id,plotRowNum,plotColumnNum,testName,EntryNo,Strain,plotRows,repNum,block,yield_bu_acre
286,13,4,2HYldX,11,SB13114,2,2,1,78
287,14,4,2HYldX,5,SB1454,2,2,1,84
288,9,5,2HYldX,32,SB9325,2,2,1,84
289,10,5,2HYldX,26,SB10265,2,2,1,83
290,11,5,2HYldX,23,SB11235,2,2,1,81
291,12,5,2HYldX,10,SB12105,2,2,1,82
292,13,5,2HYldX,7,SB1375,2,2,1,79
293,14,5,2HYldX,30,SB14305,2,2,1,80
294,9,6,2HYldX,13,SB9136,2,2,1,80
295,10,6,2HYldX,6,SB1066,2,2,1,77
296,11,6,2HYldX,1,SBCH815,2,2,1,82
297,12,6,2HYldX,25,SB12256,2,2,1,77
298,13,6,2HYldX,29,SB13296,2,2,1,85
299,14,6,2HYldX,34,SB14346,2,2,1,82
300,9,7,2HYldX,24,SB9247,2,2,1,79
301,10,7,2HYldX,19,SB10197,2,2,1,83
302,11,7,2HYldX,28,SB11287,2,2,1,76
303,12,7,2HYldX,3,SBCH535,2,2,1,84
304,13,7,2HYldX,2,SBCH423,2,2,1,82
305,14,7,2HYldX,16,SB14167,2,2,1,85
306,9,8,2HYldX,8,SB988,2,2,1,84
307,10,8,2HYldX,31,SB10318,2,2,1,78
308,11,8,2HYldX,20,SB11208,2,2,1,82
309,12,8,2HYldX,35,SB12358,2,2,1,77
310,13,8,2HYldX,27,SB13278,2,2,1,79
311,14,8,2HYldX,15,SB14158,2,2,1,78
312,15,3,2HYldAC,5,SB1553,2,1,1,78
313,16,3,2HYldAC,10,SB16103,2,1,1,77
314,17,3,2HYldAC,2,SBCH423,2,1,1,81
315,18,3,2HYldAC,16,SB18163,2,1,1,83
316,19,3,2HYldAC,27,SB19273,2,1,1,76
317,20,3,2HYldAC,11,SB20113,2,1,1,80
318,15,4,2HYldAC,1,SBCH815,2,1,1,80
319,16,4,2HYldAC,12,SB16124,2,1,1,80
320,17,4,2HYldAC,9,SB1794,2,1,1,85
321,18,4,2HYldAC,24,SB18244,2,1,1,82
322,19,4,2HYldAC,7,SB1974,2,1,1,81
323,20,4,2HYldAC,15,SB20154,2,1,1,85
324,15,5,2HYldAC,20,SB15205,2,1,1,84
325,16,5,2HYldAC,17,SB16175,2,1,1,83
326,17,5,2HYldAC,25,SB17255,2,1,1,85
327,18,5,2HYldAC,21,SB18215,2,1,1,80
328,19,5,2HYldAC,23,SB19235,2,1,1,76
329,20,5,2HYldAC,6,SB2065,2,1,1,75
330,15,6,2HYldAC,35,SB15356,2,1,1,81
331,16,6,2HYldAC,30,SB16306,2,1,1,82
332,17,6,2HYldAC,34,SB17346,2,1,1,78
333,18,6,2HYldAC,18,SB18186,2,1,1,81
334,19,6,2HYldAC,31,SB19316,2,1,1,82
335,20,6,2HYldAC,19,SB20196,2,1,1,84
336,15,7,2HYldAC,26,SB15267,2,1,1,85
337,16,7,2HYldAC,29,SB16297,2,1,1,84
338,17,7,2HYldAC,32,SB17327,2,1,1,75
339,18,7,2HYldAC,4,SB1847,2,1,1,77
340,19,7,2HYldAC,13,SB19137,2,1,1,85
341,20,7,2HYldAC,8,SB2087,2,1,1,81
342,15,8,2HYldAC,36,SB15368,2,1,1,85
343,16,8,2HYldAC,22,SB16228,2,1,1,76
344,17,8,2HYldAC,28,SB17288,2,1,1,85
345,18,8,2HYldAC,33,SB18338,2,1,1,77
346,19,8,2HYldAC,3,SBCH535,2,1,1,77
347,20,8,2HYldAC,14,SB20148,2,1,1,83
348,21,3,2HYldA,20,SB21203,2,1,1,64
349,22,3,2HYldA,29,SB22293,2,1,1,65
350,23,3,2HYldA,11,SB23113,2,1,1,65
351,24,3,2HYldA,4,SB2443,2,1,1,63
352,25,3,2HYldA,34,SB25343,2,1,1,61
353,26,3,2HYldA,28,SB26283,2,1,1,60
354,21,4,2HYldA,24,SB21244,2,1,1,64
355,22,4,2HYldA,12,SB22124,2,1,1,61
356,23,4,2HYldA,32,SB23324,2,1,1,60
357,24,4,2HYldA,2,SBCH423,2,1,1,65
358,25,4,2HYldA,19,SB25194,2,1,1,61
359,26,4,2HYldA,5,SB2654,2,1,1,60
360,21,5,2HYldA,26,SB21265,2,1,1,62
361,22,5,2HYldA,25,SB22255,2,1,1,65
362,23,5,2HYldA,36,SB23365,2,1,1,65
363,24,5,2HYldA,6,SB2465,2,1,1,62
364,25,5,2HYldA,1,SBCH815,2,1,1,64
365,26,5,2HYldA,23,SB26235,2,1,1,60
366,21,6,2HYldA,27,SB21276,2,1,1,64
367,22,6,2HYldA,9,SB2296,2,1,1,63
368,23,6,2HYldA,35,SB23356,2,1,1,61
369,24,6,2HYldA,21,SB24216,2,1,1,64
370,25,6,2HYldA,16,SB25166,2,1,1,65
371,26,6,2HYldA,7,SB2676,2,1,1,61
372,21,7,2HYldA,18,SB21187,2,1,1,60
373,22,7,2HYldA,13,SB22137,2,1,1,61
374,23,7,2HYldA,14,SB23147,2,1,1,64
375,24,7,2HYldA,15,SB24157,2,1,1,63
376,25,7,2HYldA,3,SBCH535,2,1,1,61
377,26,7,2HYldA,30,SB26307,2,1,1,63
378,21,8,2HYldA,17,SB21178,2,1,1,65
379,22,8,2HYldA,31,SB22318,2,1,1,64
380,23,8,2HYldA,33,SB23338,2,1,1,63
381,24,8,2HYldA,22,SB24228,2,1,1,64
382,25,8,2HYldA,8,SB2588,2,1,1,61
383,26,8,2HYldA,10,SB26108,2,1,1,63
384,27,3,2HYldL,11,SB27113,2,2,1,61
385,28,3,2HYldL,15,SB28153,2,2,1,62
386,29,3,2HYldL,19,SB29193,2,2,1,65
387,30,3,2HYldL,12,SB30123,2,2,1,61
388,31,3,2HYldL,22,SB31223,2,2,1,62
389,32,3,2HYldL,5,SB3253,2,2,1,61
390,27,4,2HYldL,31,SB27314,2,2,1,60
391,28,4,2HYldL,20,SB28204,2,2,1,60
392,29,4,2HYldL,6,SB2964,2,2,1,61
393,30,4,2HYldL,36,SB30364,2,2,1,64
394,31,4,2HYldL,18,SB31184,2,2,1,62
395,32,4,2HYldL,34,SB32344,2,2,1,62
396,27,5,2HYldL,7,SB2775,2,2,1,65
397,28,5,2HYldL,14,SB28145,2,2,1,64
398,29,5,2HYldL,25,SB29255,2,2,1,61
399,30,5,2HYldL,13,SB30135,2,2,1,60
400,31,5,2HYldL,28,SB31285,2,2,1,62
401,32,5,2HYldL,29,SB32295,2,2,1,60
402,27,6,2HYldL,32,SB27326,2,2,1,63
403,28,6,2HYldL,30,SB28306,2,2,1,60
404,29,6,2HYldL,27,SB29276,2,2,1,62
405,30,6,2HYldL,33,SB30336,2,2,1,61
406,31,6,2HYldL,4,SB3146,2,2,1,65
407,32,6,2HYldL,8,SB3286,2,2,1,64
408,27,7,2HYldL,3,SBCH535,2,2,1,62
409,28,7,2HYldL,2,SBCH423,2,2,1,60
410,29,7,2HYldL,1,SBCH815,2,2,1,61
411,30,7,2HYldL,10,SB30107,2,2,1,63
412,31,7,2HYldL,16,SB31167,2,2,1,60
413,32,7,2HYldL,17,SB32177,2,2,1,61
414,27,8,2HYldL,26,SB27268,2,2,1,62
415,28,8,2HYldL,21,SB28218,2,2,1,61
416,29,8,2HYldL,35,SB29358,2,2,1,60
417,30,8,2HYldL,9,SB3098,2,2,1,64
418,31,8,2HYldL,23,SB31238,2,2,1,65
419,32,8,2HYldL,24,SB32248,2,2,1,62
420,33,3,2HYldN,7,SB3373,2,1,1,79
421,34,3,2HYldN,17,SB34173,2,1,1,83
422,35,3,2HYldN,19,SB35193,2,1,1,72
423,36,3,2HYldN,11,SB36113,2,1,1,76
424,37,3,2HYldN,14,SB37143,2,1,1,77
425,38,3,2HYldN,32,SB38323,2,1,1,74
426,33,4,2HYldN,31,SB33314,2,1,1,64
427,34,4,2HYldN,22,SB34224,2,1,1,77
428,35,4,2HYldN,30,SB35304,2,1,1,75
429,36,4,2HYldN,34,SB36344,2,1,1,77
430,37,4,2HYldN,26,SB37264,2,1,1,78
431,38,4,2HYldN,13,SB38134,2,1,1,56
432,33,5,2HYldN,35,SB33355,2,1,1,79
433,34,5,2HYldN,10,SB34105,2,1,1,55
434,35,5,2HYldN,36,SB35365,2,1,1,64
435,36,5,2HYldN,5,SB3655,2,1,1,85
436,37,5,2HYldN,3,SBCH535,2,1,1,75
437,38,5,2HYldN,2,SBCH423,2,1,1,76
438,33,6,2HYldN,23,SB33236,2,1,1,68
439,34,6,2HYldN,9,SB3496,2,1,1,84
440,35,6,2HYldN,8,SB3586,2,1,1,64
441,36,6,2HYldN,18,SB36186,2,1,1,65
442,37,6,2HYldN,16,SB37166,2,1,1,72
443,38,6,2HYldN,15,SB38156,2,1,1,81
444,33,7,2HYldN,1,SBCH815,2,1,1,66
445,34,7,2HYldN,20,SB34207,2,1,1,84
446,35,7,2HYldN,12,SB35127,2,1,1,71
447,36,7,2HYldN,24,SB36247,2,1,1,83
448,37,7,2HYldN,29,SB37297,2,1,1,70
449,38,7,2HYldN,27,SB38277,2,1,1,73
450,33,8,2HYldN,28,SB33288,2,1,1,72
451,34,8,2HYldN,25,SB34258,2,1,1,66
452,35,8,2HYldN,6,SB3568,2,1,1,84
453,36,8,2HYldN,21,SB36218,2,1,1,84
454,37,8,2HYldN,33,SB37338,2,1,1,67
455,38,8,2HYldN,4,SB3848,2,1,1,80
456,39,3,2HYldF,17,SB39173,2,2,1,65
457,40,3,2HYldF,10,SB40103,2,2,1,61
458,41,3,2HYldF,31,SB41313,2,2,1,69
459,42,3,2HYldF,13,SB42133,2,2,1,69
460,43,3,2HYldF,23,SB43233,2,2,1,78
461,44,3,2HYldF,21,SB44213,2,2,1,78
462,39,4,2HYldF,33,SB39334,2,2,1,61
463,40,4,2HYldF,22,SB40224,2,2,1,83
464,41,4,2HYldF,18,SB41184,2,2,1,73
465,42,4,2HYldF,25,SB42254,2,2,1,58
466,43,4,2HYldF,5,SB4354,2,2,1,70
467,44,4,2HYldF,35,SB44354,2,2,1,60
468,39,5,2HYldF,11,SB39115,2,2,1,62
469,40,5,2HYldF,19,SB40195,2,2,1,79
470,41,5,2HYldF,3,SBCH535,2,2,1,80
471,42,5,2HYldF,30,SB42305,2,2,1,62
472,43,5,2HYldF,9,SB4395,2,2,1,69
473,44,5,2HYldF,2,SBCH423,2,2,1,58
474,39,6,2HYldF,29,SB39296,2,2,1,57
475,40,6,2HYldF,7,SB4076,2,2,1,56
476,41,6,2HYldF,36,SB41366,2,2,1,64
477,42,6,2HYldF,6,SB4266,2,2,1,55
478,43,6,2HYldF,32,SB43326,2,2,1,57
479,44,6,2HYldF,34,SB44346,2,2,1,81
480,39,7,2HYldF,20,SB39207,2,2,1,57
481,40,7,2HYldF,24,SB40247,2,2,1,70
482,41,7,2HYldF,12,SB41127,2,2,1,81
483,42,7,2HYldF,26,SB42267,2,2,1,75
484,43,7,2HYldF,15,SB43157,2,2,1,55
485,44,7,2HYldF,27,SB44277,2,2,1,55
486,39,8,2HYldF,14,SB39148,2,2,1,78
487,40,8,2HYldF,4,SB4048,2,2,1,81
488,41,8,2HYldF,16,SB41168,2,2,1,66
489,42,8,2HYldF,1,SBCH815,2,2,1,70
490,43,8,2HYldF,8,SB4388,2,2,1,81
491,44,8,2HYldF,28,SB44288,2,2,1,69
492,45,3,2HYldD,35,SB45353,2,2,1,75
493,46,3,2HYldD,12,SB46123,2,2,1,64
494,47,3,2HYldD,3,SBCH535,2,2,1,77
495,48,3,2HYldD,25,SB48253,2,2,1,60
496,49,3,2HYldD,6,SB4963,2,2,1,57
497,50,3,2HYldD,28,SB50283,2,2,1,71
498,45,4,2HYldD,33,SB45334,2,2,1,73
499,46,4,2HYldD,23,SB46234,2,2,1,75
500,47,4,2HYldD,7,SB4774,2,2,1,85
501,48,4,2HYldD,30,SB48304,2,2,1,58
502,49,4,2HYldD,21,SB49214,2,2,1,62
503,50,4,2HYldD,13,SB50134,2,2,1,68
504,45,5,2HYldD,4,SB4545,2,2,1,62
505,46,5,2HYldD,24,SB46245,2,2,1,60
506,47,5,2HYldD,34,SB47345,2,2,1,62
507,48,5,2HYldD,26,SB48265,2,2,1,72
508,49,5,2HYldD,5,SB4955,2,2,1,64
509,50,5,2HYldD,14,SB50145,2,2,1,61
510,45,6,2HYldD,31,SB45316,2,2,1,69
511,46,6,2HYldD,8,SB4686,2,2,1,65
512,47,6,2HYldD,36,SB47366,2,2,1,75
513,48,6,2HYldD,18,SB48186,2,2,1,84
514,49,6,2HYldD,1,SBCH815,2,2,1,79
515,50,6,2HYldD,2,SBCH423,2,2,1,69
516,45,7,2HYldD,20,SB45207,2,2,1,58
517,46,7,2HYldD,29,SB46297,2,2,1,59
518,47,7,2HYldD,11,SB47117,2,2,1,84
519,48,7,2HYldD,32,SB48327,2,2,1,69
520,49,7,2HYldD,9,SB4997,2,2,1,83
521,50,7,2HYldD,16,SB50167,2,2,1,78
522,45,8,2HYldD,27,SB45278,2,2,1,82
523,46,8,2HYldD,10,SB46108,2,2,1,80
524,47,8,2HYldD,15,SB47158,2,2,1,84
525,48,8,2HYldD,17,SB48178,2,2,1,62
526,49,8,2HYldD,19,SB49198,2,2,1,61
527,50,8,2HYldD,22,SB50228,2,2,1,82
528,51,3,2HYldS,23,SB51233,2,1,1,84
529,52,3,2HYldS,32,SB52323,2,1,1,73
530,53,3,2HYldS,3,SBCH535,2,1,1,83
531,54,3,2HYldS,5,SB5453,2,1,1,60
532,55,3,2HYldS,8,SB5583,2,1,1,63
533,56,3,2HYldS,26,SB56263,2,1,1,74
534,51,4,2HYldS,19,SB51194,2,1,1,62
535,52,4,2HYldS,28,SB52284,2,1,1,65
536,53,4,2HYldS,20,SB53204,2,1,1,74
537,54,4,2HYldS,25,SB54254,2,1,1,61
538,55,4,2HYldS,2,SBCH423,2,1,1,56
539,56,4,2HYldS,11,SB56114,2,1,1,72
540,51,5,2HYldS,13,SB51135,2,1,1,65
541,52,5,2HYldS,16,SB52165,2,1,1,76
542,53,5,2HYldS,24,SB53245,2,1,1,81
543,54,5,2HYldS,7,SB5475,2,1,1,78
544,55,5,2HYldS,27,SB55275,2,1,1,64
545,56,5,2HYldS,29,SB56295,2,1,1,80
546,51,6,2HYldS,17,SB51176,2,1,1,80
547,52,6,2HYldS,6,SB5266,2,1,1,82
548,53,6,2HYldS,22,SB53226,2,1,1,74
549,54,6,2HYldS,12,SB54126,2,1,1,58
550,55,6,2HYldS,1,SBCH815,2,1,1,82
551,56,6,2HYldS,31,SB56316,2,1,1,77
552,51,7,2HYldS,33,SB51337,2,1,1,71
553,52,7,2HYldS,34,SB52347,2,1,1,82
554,53,7,2HYldS,30,SB53307,2,1,1,59
555,54,7,2HYldS,14,SB54147,2,1,1,68
556,55,7,2HYldS,36,SB55367,2,1,1,68
557,56,7,2HYldS,15,SB56157,2,1,1,64
558,51,8,2HYldS,18,SB51188,2,1,1,78
559,52,8,2HYldS,4,SB5248,2,1,1,74
560,53,8,2HYldS,9,SB5398,2,1,1,81
561,54,8,2HYldS,10,SB54108,2,1,1,75
562,55,8,2HYldS,35,SB55358,2,1,1,74
563,56,8,2HYldS,21,SB56218,2,1,1,70
564,57,3,2HYldP,32,SB57323,2,2,1,69
565,58,3,2HYldP,16,SB58163,2,2,1,79
566,59,3,2HYldP,15,SB59153,2,2,1,75
567,60,3,2HYldP,28,SB60283,2,2,1,61
568,61,3,2HYldP,35,SB61353,2,2,1,65
569,62,3,2HYldP,25,SB62253,2,2,1,55
570,57,4,2HYldP,8,SB5784,2,2,1,85
571,58,4,2HYldP,1,SBCH815,2,2,1,57
572,59,4,2HYldP,26,SB59264,2,2,1,61
573,60,4,2HYldP,27,SB60274,2,2,1,55
574,61,4,2HYldP,22,SB61224,2,2,1,71
575,62,4,2HYldP,30,SB62304,2,2,1,85
576,57,5,2HYldP,3,SBCH535,2,2,1,84
577,58,5,2HYldP,11,SB58115,2,2,1,64
578,59,5,2HYldP,7,SB5975,2,2,1,81
579,60,5,2HYldP,17,SB60175,2,2,1,61
580,61,5,2HYldP,12,SB61125,2,2,1,75
581,62,5,2HYldP,14,SB62145,2,2,1,81
582,57,6,2HYldP,18,SB57186,2,2,1,71
583,58,6,2HYldP,5,SB5856,2,2,1,73
584,59,6,2HYldP,19,SB59196,2,2,1,59
585,60,6,2HYldP,20,SB60206,2,2,1,57
586,61,6,2HYldP,21,SB61216,2,2,1,85
587,62,6,2HYldP,10,SB62106,2,2,1,61
588,57,7,2HYldP,4,SB5747,2,2,1,81
589,58,7,2HYldP,33,SB58337,2,2,1,72
590,59,7,2HYldP,34,SB59347,2,2,1,75
591,60,7,2HYldP,23,SB60237,2,2,1,68
592,61,7,2HYldP,2,SBCH423,2,2,1,72
593,62,7,2HYldP,13,SB62137,2,2,1,60
594,57,8,2HYldP,6,SB5768,2,2,1,60
595,58,8,2HYldP,36,SB58368,2,2,1,76
596,59,8,2HYldP,29,SB59298,2,2,1,61
597,60,8,2HYldP,9,SB6098,2,2,1,63
598,61,8,2HYldP,24,SB61248,2,2,1,80
599,62,8,2HYldP,31,SB62318,2,2,1,57
600,63,3,Border,141,B1000,2,0,1,
601,63,4,Border,142,B1000,2,0,1,
602,63,5,Border,143,B1000,2,0,1,
603,63,6,Border,144,B1000,2,0,1,
604,63,7,Border,145,B1000,2,0,1,
605,63,8,Border,146,B1000,2,0,1,
606,64,3,Border,147,B1000,2,0,1,
607,64,4,Border,148,B1000,2,0,1,
608,64,5,Border,149,B1000,2,0,1,
609,64,6,Border,150,B1000,2,0,1,
610,64,7,Border,151,B1000,2,0,1,
611,64,8,Border,152,B1000,2,0,1,
612,1,9,Border,153,B1000,2,0,2,
613,2,9,Border,154,B1000,2,0,2,
614,3,9,2HYldF,23,SB3239,2,1,2,73
615,4,9,2HYldF,20,SB4209,2,1,2,63
616,5,9,2HYldF,4,SB549,2,1,2,55
617,6,9,2HYldF,1,SBCH815,2,1,2,77
618,7,9,2HYldF,12,SB7129,2,1,2,78
619,8,9,2HYldF,5,SB859,2,1,2,59
620,1,10,Border,155,B1000,2,0,2,
621,2,10,Border,156,B1000,2,0,2,
622,3,10,2HYldF,8,SB3810,2,1,2,57
623,4,10,2HYldF,18,SB41810,2,1,2,81
624,5,10,2HYldF,35,SB53510,2,1,2,58
625,6,10,2HYldF,29,SB62910,2,1,2,79
626,7,10,2HYldF,28,SB72810,2,1,2,69
627,8,10,2HYldF,22,SB82210,2,1,2,78
628,1,11,Border,157,B1000,2,0,2,
629,2,11,Border,158,B1000,2,0,2,
630,3,11,2HYldF,21,SB32111,2,1,2,85
631,4,11,2HYldF,10,SB41011,2,1,2,84
632,5,11,2HYldF,3,SBCH535,2,1,2,71
633,6,11,2HYldF,34,SB63411,2,1,2,77
634,7,11,2HYldF,27,SB72711,2,1,2,72
635,8,11,2HYldF,6,SB8611,2,1,2,66
636,1,12,Border,159,B1000,2,0,2,
637,2,12,Border,160,B1000,2,0,2,
638,3,12,2HYldF,30,SB33012,2,1,2,64
639,4,12,2HYldF,14,SB41412,2,1,2,76
